Layer,Name,GEOID,Population,INC_2019-2023,PCT-W_2019-2023,SNP_2019-2023
Census tract,Tract 816,17031081600,4168,140322.99999999997,73.75296912114014,0
Census tract,Tract 817,17031081700,5537,134579,67.54941469967378,1.0755579456843238
Census tract,Tract 818,17031081800,11373,157238,73.15219149280284,0.3896103896103896
Census tract,Tract 819,17031081900,1325,238250,67.99065420560748,4.680851063829787
Census tract,Tract 901,17031090100,3585,136463,84.33804441880588,1.892081289
Census tract,Tract 902,17031090200,6626,129786.99999999999,78.48399246704332,2.6057401812688825
Census tract,Tract 903,17031090300,1314,117768,81.67155425219941,0
Census tract,Tract 1001,17031100100,5538,109241.99999999999,76.89000358294518,8.294283036551079
Census tract,Tract 1002,17031100200,7024,113767,65.5026455,10.176678445229683
Census tract,Tract 1003,17031100300,6252,74250,78.12052790586739,3.6005939123979216
Census tract,Tract 1004,17031100400,3207,144125,71.55451072583014,6.471981057616416
Census tract,Tract 1005,17031100500,6116,117582.99999999999,75.07593353582276,6.159110350727117
Census tract,Tract 1006,17031100600,4897,84895.99999999999,56.34206219312602,8.866200967221923
Census tract,Tract 1007,17031100700,4967,131932,68.62969315799504,4.564533053515215
Census tract,Tract 1101,17031110100,5568,94140.99999999999,56.98420961304876,7.440860215053763
Census tract,Tract 1102,17031110200,2772,66429,46.683133380381086,16.07669616519174
Census tract,Tract 1103,17031110300,5348,122651.99999999999,63.38862559241706,6.516853933
Census tract,Tract 1104,17031110400,4522,85825,65.64320932317347,6.660184735051045
Census tract,Tract 1105.01,17031110501,4786,104847.99999999999,44.00236360055151,8.418367346938775
Census tract,Tract 1105.02,17031110502,3220,80762,67.67354052,9.054857898215465
Census tract,Tract 1201,17031120100,4402,157543,81.06725146198829,2.711864406779661
Census tract,Tract 1202,17031120200,4748,155480.99999999997,81.17201426024955,1.7016449234259785
Census tract,Tract 1203,17031120300,6920,137043,78.41533906668546,4.704037632301058
Census tract,Tract 1204,17031120400,3526,117403.99999999999,44.128392484342385,12.846946867565425
Census tract,Tract 1301,17031130100,5205,41336,63.21091290661071,29.916897506925206
Census tract,Tract 1302,17031130200,1403,103611,44.27430093209054,6.666666666666667
Census tract,Tract 1303,17031130300,5083,69856.99999999999,29.47261663286004,14.913232104121471
Census tract,Tract 1401,17031140100,3464,92594.99999999999,41.55162893429045,9.16597853
Census tract,Tract 1402,17031140200,5834,68875,28.186274509803923,22.05304518664047
Census tract,Tract 1403.01,17031140301,2693,71647.99999999999,9.628378378,11.987041036717065
Census tract,Tract 1403.02,17031140302,4060,75805.99999999999,34.991171277221895,10.945644080416978
Census tract,Tract 1404,17031140400,6503,98818.99999999999,40.29335634167386,13.778204512722036
Census tract,Tract 1405,17031140500,3451,70598,35.16233766233766,12.96829971181556
Census tract,Tract 1406.01,17031140601,2545,81833,25.353871773522062,20.34739454094293
Census tract,Tract 1406.02,17031140602,5041,67321,19.968553459119494,22.27432590855803
Census tract,Tract 1407.01,17031140701,2784,107790,25.15811665495432,9.073359073359072
Census tract,Tract 1407.02,17031140702,5535,78788.99999999999,26.72057164347499,13.636363636363637
Census tract,Tract 1408,17031140800,6486,100249.99999999999,58.81974593986171,8.954664668415138
Census tract,Tract 1502,17031150200,7434,94020.99999999999,57.10034013605442,11.2407211
Census tract,Tract 1503,17031150300,7120,88124.99999999999,67.31875719217491,8.92077355
Census tract,Tract 1504.01,17031150401,4681,93615.99999999999,58.44390832328106,15.217391304347828
Census tract,Tract 1504.02,17031150402,3831,102093.99999999999,45.789608395188125,16.088560885608857
Census tract,Tract 1505.01,17031150501,3823,126806,59.60654062340317,6.040709126723572
Census tract,Tract 1505.02,17031150502,4239,69868.99999999999,46.05630231,11.672131147540982
Census tract,Tract 1506,17031150600,3882,95044.99999999999,42.010502625656414,10.466760961810468
Census tract,Tract 1507,17031150700,4429,108385,47.60556735079028,6.113843991567112
Census tract,Tract 1508,17031150800,4903,79044,39.49965572641726,11.761263897015798
Census tract,Tract 1510.01,17031151001,2833,91991.99999999999,26.30582891748675,18.489289740698982
Census tract,Tract 1510.02,17031151002,4588,78850.99999999999,25.530560271646856,13.28883495145631
Census tract,Tract 1511,17031151100,5140,76864,39.95646150801504,12.54054054054054
Census tract,Tract 1512,17031151200,3880,92201,50.95298602287166,12.970069071373752
Census tract,Tract 1601,17031160100,2444,111602,57.088989441930615,6.706706706706707
Census tract,Tract 1602,17031160200,3278,128287.99999999999,62.89762868710237,7.342922028766086
Census tract,Tract 1603,17031160300,3769,76082.99999999999,53.48377997179126,12.109375
Census tract,Tract 1604,17031160400,4854,72592.99999999999,44.34615384615385,15.29466791393826
Census tract,Tract 1605.01,17031160501,3703,76513.99999999999,28.19219538093974,22.4822695
Census tract,Tract 1605.02,17031160502,3300,85499.99999999999,24.59728969572999,11.538461538461538
Census tract,Tract 1606.01,17031160601,3380,74310,57.91223404255319,6.438896189224705
Census tract,Tract 1606.02,17031160602,3481,96323.99999999999,47.35995711605468,14.131812420785806
Census tract,Tract 1607,17031160700,5766,89530.99999999999,32.75753768844221,17.21958925750395
Census tract,Tract 1608,17031160800,4997,83148,30.72425499811392,11.128860489882854
Census tract,Tract 1609,17031160900,2410,116062.99999999999,61.62695152013147,6.557377049180328
Census tract,Tract 1610,17031161000,1899,113286.99999999999,68.3127572,3.766707168894289
Census tract,Tract 1611,17031161100,1940,153749.99999999997,64.72346786248131,9.066666666666666
Census tract,Tract 1612,17031161200,2820,76797,28.926223520818116,18.089990817263544
Census tract,Tract 1613,17031161300,3899,58425,35.54552694451819,10.970196575776791
Census tract,Tract 1701,17031170100,2034,41699,76.36549259826441,5.161290322580645
Census tract,Tract 1702,17031170200,3812,90624.99999999999,49.02925895542795,11.755607115235886
Census tract,Tract 1703,17031170300,5216,95328,57.63048223853939,4.2981501632208925
Census tract,Tract 1704,17031170400,4141,105523.99999999999,60.91344940701489,6.650093225605966
Census tract,Tract 1705,17031170500,5316,85394.99999999999,62.13999999999999,10.260115606936417
Census tract,Tract 1706,17031170600,2551,78187,64.14653156664069,2.4870466321243523
Census tract,Tract 1707,17031170700,3068,82284,61.05006105006105,7.805724197745014
Census tract,Tract 1708,17031170800,3799,71897,53.11254980079681,11.415220293724966
Census tract,Tract 1709,17031170900,1662,61770.99999999999,38.29344432882414,11.598746081504702
Census tract,Tract 1710,17031171000,7313,82789.99999999999,46.41377111890341,7.601038190582128
Census tract,Tract 1711,17031171100,4235,94829.99999999999,36.99324324324324,10.424422933730456
Census tract,Tract 1801,17031180100,6656,97301,38.03636363636363,9.916994320664044
Census tract,Tract 1901,17031190100,2325,53716.99999999999,9.196837286724929,30.921820303383896
Census tract,Tract 1902,17031190200,5652,82550.99999999999,12.16756475,31.300061614294517
Census tract,Tract 1903,17031190300,5738,68281,18.702085933321445,25.012189176011702
Census tract,Tract 1904.01,17031190401,4325,104230.99999999999,20.86365841824357,13.390092879256963
Census tract,Tract 1904.02,17031190402,5294,60316,27.326816829579258,7.928531546621999
Census tract,Tract 1906.01,17031190601,4382,73607,8.394879369768587,32.26773226773227
Census tract,Tract 1906.02,17031190602,5378,73315,18.471104608632043,9.930423782416192
Census tract,Tract 1907.01,17031190701,2972,67868,23.37467117624953,14.960629921259844
Census tract,Tract 1907.02,17031190702,4952,65551,10.790144435004247,18.58760826115923
Census tract,Tract 1908,17031190800,6831,56310.99999999999,9.057856465380969,26.79601468274777
Census tract,Tract 1909,17031190900,1927,64375,15.290697674418604,30.27823240589198
Census tract,Tract 1910,17031191000,2422,66632,4.845446950710109,22.161422708618332
Census tract,Tract 1911,17031191100,7533,53682.99999999999,6.862589356632248,22.86617492096944
Census tract,Tract 1912,17031191200,3810,64687.99999999999,4.831430846827715,38.16155988857939
Census tract,Tract 1913.01,17031191301,5214,65240,3.340668133626725,17.328292375551353
Census tract,Tract 1913.02,17031191302,4940,58207.99999999999,5.083220872694557,38.559322033898304
Census tract,Tract 2001,17031200100,4118,72417,13.448555225492845,19.429452582883577
Census tract,Tract 2002,17031200200,5162,65599,14.285714285714285,20.13888888888889
Census tract,Tract 2003,17031200300,2015,39739.99999999999,10.70840197693575,11.373092926490983
Census tract,Tract 2004.01,17031200401,3743,73384,3.0648842517117707,16.004296455424274
Census tract,Tract 2004.02,17031200402,4192,77090.99999999999,18.73722926031876,12.835820895522389
Census tract,Tract 2101,17031210100,4066,115704.99999999999,46.696554978763565,5.858930602957907
Census tract,Tract 2104,17031210400,2912,64664.99999999999,16.9019182,21.09617373319545
Census tract,Tract 2105.01,17031210501,3555,74885.99999999999,32.80028429282161,13.372093023255813
Census tract,Tract 2105.02,17031210502,4099,79856.99999999999,24.584870848708487,16.160949868073878
Census tract,Tract 2106.01,17031210601,2717,90357,34.190330007674596,8.056042031523642
Census tract,Tract 2106.02,17031210602,4148,93589,30.734703519962203,18.01426872770511
Census tract,Tract 2107,17031210700,3907,100151,43.10626702997275,3.653846153846154
Census tract,Tract 2108,17031210800,986,92374.99999999999,41.58043273753528,11.264367816091951
Census tract,Tract 2109,17031210900,3170,106082.99999999999,57.14771953710007,10.846560846560848
Census tract,Tract 2203,17031220300,2207,94653.99999999999,59.27495291902072,4.923076923076923
Census tract,Tract 2204,17031220400,2579,124613,62.12814645308925,14.26086956521739
Census tract,Tract 2205,17031220500,2751,107856.99999999999,58.104906937394254,8.23943662
Census tract,Tract 2206.01,17031220601,1635,130500,56.294536817102134,6.631299734748011
Census tract,Tract 2206.02,17031220602,4877,71206.99999999999,54.666968735840506,13.799551234106207
Census tract,Tract 2207.01,17031220701,2920,79948,38.40529247910863,7.537248028045573
Census tract,Tract 2207.02,17031220702,3653,80452,35.37254901960784,9.112854556427278
Census tract,Tract 2209.01,17031220901,2903,83681,16.585024492652202,18.79844961
Census tract,Tract 2209.02,17031220902,2959,78303.99999999999,28.28154724159797,19.0521327
Census tract,Tract 2210,17031221000,2432,89043.99999999999,42.38488784,16.272727272727273
Census tract,Tract 2211,17031221100,4440,96513.99999999999,48.76543209876543,8.345606283750612
Census tract,Tract 2212,17031221200,2954,126481,46.18055555555556,8.474576271
Census tract,Tract 2213,17031221300,3062,87431.99999999999,47.59615384615385,3.4482758620689653
Census tract,Tract 2214,17031221400,3385,108788.99999999999,50.28286189683861,6.998037933289732
Census tract,Tract 2215,17031221500,2909,72292,52.86757038581856,12.89875173370319
Census tract,Tract 2216,17031221600,3159,138152,64.94360902255639,2.3391812865497075
Census tract,Tract 2222,17031222200,2156,188064.99999999997,85.75355016032982,0
Census tract,Tract 2225,17031222500,1415,155877.99999999997,69.79621543,5.464480874
Census tract,Tract 2226,17031222600,1599,94687.99999999999,53.54381443298969,7.427055702917771
Census tract,Tract 2227,17031222700,2082,86473,35.18867924528302,10.37851037851038
Census tract,Tract 2228,17031222800,960,71484,19.242902208201897,17.321016166281755
Census tract,Tract 2229,17031222900,1089,89630,21.78030303030303,14.393939393939394
Census tract,Tract 2301,17031230100,1504,89772.99999999999,42.318059299191376,11.624203821656051
Census tract,Tract 2302,17031230200,1834,78056,29.467580390089616,16.13372093023256
Census tract,Tract 2303,17031230300,956,67337,7.984031936127744,23.88663967611336
Census tract,Tract 2304,17031230400,2235,91771,22.16681776971895,17.829457364341085
Census tract,Tract 2305,17031230500,3419,35727,3.3542976939203357,51.97521301316809
Census tract,Tract 2306,17031230600,6817,57219.99999999999,9.274630097437749,38.03142329020333
Census tract,Tract 2307,17031230700,6218,33994,7.209302325581396,37.34299516908213
Census tract,Tract 2308,17031230800,1234,71328,24.861367837338264,23.93617021276596
Census tract,Tract 2309,17031230900,5044,80756,30.84536082474227,18.132411067193676
Census tract,Tract 2311,17031231100,1214,59745,4.784053156,36.556603773584904
Census tract,Tract 2312,17031231200,5983,31628.999999999996,2.859147517979302,52.795969773299745
Census tract,Tract 2315,17031231500,5655,31754.999999999996,5.369561701439431,38.370044052863435
Census tract,Tract 2402,17031240200,1556,172019,62.17345872518286,13.91304347826087
Census tract,Tract 2403,17031240300,1362,142292,78.91472868217055,0
Census tract,Tract 2405,17031240500,2610,178770,78.16646562,0.6671608598962194
Census tract,Tract 2406,17031240600,1489,166536.99999999997,57.82800441014333,4.409857328145266
Census tract,Tract 2407,17031240700,1499,96250,50.126742712294046,14.763231197771589
Census tract,Tract 2408,17031240800,1687,103565,52.00254291163382,15.827338129496402
Census tract,Tract 2409,17031240900,1122,98145,36.780575539568346,9.981515711645102
Census tract,Tract 2410,17031241000,2363,96517.99999999999,43.53591160220994,19.186046511627907
Census tract,Tract 2411,17031241100,3574,90822,51.86685962373372,17.487980769230766
Census tract,Tract 2412,17031241200,1714,139687.99999999997,68.23040380047506,11.837655016910936
Census tract,Tract 2413,17031241300,1848,182828.99999999997,68.41278156102672,7.711757269279393
Census tract,Tract 2414,17031241400,5273,200428.99999999997,74.61421061556723,5.076923076923077
Census tract,Tract 2415,17031241500,2954,178750,69.81412639405204,3.295019157088123
Census tract,Tract 2416,17031241600,3534,121470.99999999999,65.25085518814139,4.6223224351747465
Census tract,Tract 2420,17031242000,4692,151723.99999999997,56.03524229,12.629757785467127
Census tract,Tract 2421,17031242100,3976,205338,63.52941176470588,3.571428571428571
Census tract,Tract 2422,17031242200,4082,168311,79.50859951,0.8607594936708861
Census tract,Tract 2423,17031242300,3568,106918.99999999999,74.04268675455116,3.3950617283950617
Census tract,Tract 2424,17031242400,2902,110129,75.11781338360038,2.817783343769568
Census tract,Tract 2425,17031242500,3426,93278.99999999999,60.75607560756075,4.1015625
Census tract,Tract 2426,17031242600,5665,85000,48.75724163707718,14.64451313755796
Census tract,Tract 2427,17031242700,1938,80227,50.72992700729927,27.667493796526056
Census tract,Tract 2428,17031242800,1507,165374.99999999997,70.24128686327077,4.630969609261939
Census tract,Tract 2429,17031242900,1962,124960,64.00839454,2.2485207100591715
Census tract,Tract 2430,17031243000,2234,123749.99999999999,55.17088326675543,12.112932604735883
Census tract,Tract 2431,17031243100,2249,107832.99999999999,40.56956115779645,3.862212943632568
Census tract,Tract 2432,17031243200,2287,124647.99999999999,55.203045685279186,4.028648164726947
Census tract,Tract 2433,17031243300,2431,122917,68.42818428184282,7.804522246535376
Census tract,Tract 2434,17031243400,2880,113965.99999999999,63.83616383616384,14.22077922077922
Census tract,Tract 2435,17031243500,4746,169198,70.81318681318682,1.639344262295082
Census tract,Tract 2502,17031250200,2779,45018.99999999999,2.706824247045368,31.770222743259087
Census tract,Tract 2503,17031250300,4742,64536.99999999999,7.578861122490782,26.031553398058257
Census tract,Tract 2504,17031250400,5789,47280.99999999999,4.648241206030151,26.42685851318945
Census tract,Tract 2505,17031250500,7315,120386,32.45112381965687,13.647301478171192
Census tract,Tract 2506,17031250600,4203,81458,0.4420660772452303,39.03950426026336
Census tract,Tract 2507,17031250700,5932,50923.99999999999,2.1201413427561837,41.40805928670681
Census tract,Tract 2508,17031250800,2432,65884,0.4059040590405903,19.82651796778191
Census tract,Tract 2510,17031251000,1075,35568,0,29.594272076372313
Census tract,Tract 2511,17031251100,4468,40583.99999999999,0.2226179875333926,48.298122065727696
Census tract,Tract 2512,17031251200,3910,64309,0.3292568203198495,29.635761589403977
Census tract,Tract 2513,17031251300,5098,42182,3.6438119879258304,39.361702127659576
Census tract,Tract 2514,17031251400,3986,21049,9.574793515,52.44191559981034
Census tract,Tract 2515,17031251500,4342,47491,0,34.61803166
Census tract,Tract 2516,17031251600,3522,34332,10.457220461747395,36.98738170347003
Census tract,Tract 2517,17031251700,1347,57037,3.114478114478114,33.96226415
Census tract,Tract 2518,17031251800,5101,36681,0.2127282396738166,50.55136390017412
Census tract,Tract 2519,17031251900,5387,35047,1.6059757236227823,42.72125723738627
Census tract,Tract 2520,17031252000,5646,30103,8.536374633,61.86511240632806
Census tract,Tract 2521.01,17031252101,1502,50138.99999999999,0.1231527093596059,25.82417582417583
Census tract,Tract 2521.02,17031252102,6187,51991.99999999999,0,58.29995549621718
Census tract,Tract 2522.01,17031252201,2940,45457.99999999999,3.1298904538341157,42.57703081232493
Census tract,Tract 2522.02,17031252202,4783,45839,0.6157635467980296,48.45192829983704
Census tract,Tract 2601,17031260100,1477,21874.999999999996,1.222707423580786,61.97836166924265
