Layer,Name,GEOID,Population,INC_2019-2023,PCT-W_2019-2023,SNP_2019-2023
Census tract,Tract 2602,17031260200,1054,51125,0.4709576138147566,51.653944020356235
Census tract,Tract 2603,17031260300,1528,,1.609907120743034,61.19402985074627
Census tract,Tract 2604,17031260400,1398,13489,0,57.22326454033771
Census tract,Tract 2605,17031260500,1833,40990.99999999999,0.1254705144291091,33.83084577114428
Census tract,Tract 2606,17031260600,2114,42874.99999999999,1.276595744680851,36.71641791044776
Census tract,Tract 2607,17031260700,1691,46167,1.3980263157894737,52.27272727272727
Census tract,Tract 2608,17031260800,2271,36681,5.331088664421998,56.94656488549619
Census tract,Tract 2609,17031260900,1778,20841,8.089500860585199,61.78660049627791
Census tract,Tract 2610,17031261000,2289,48482,0,42.02586206896552
Census tract,Tract 2705,17031270500,1619,24374.999999999996,1.2756909992912826,55.51948051948053
Census tract,Tract 2712,17031271200,1172,31048,8.734270910436713,48.333333333333336
Census tract,Tract 2713,17031271300,1060,45045.99999999999,1.0227272727272727,36.33633633633634
Census tract,Tract 2714,17031271400,1535,43354.99999999999,14.609739826551037,54.71698113207547
Census tract,Tract 2715,17031271500,1373,50925.99999999999,1.056105610561056,66.03375527426161
Census tract,Tract 2718,17031271800,976,51549.99999999999,9.079445145018916,49.504950495049506
Census tract,Tract 2801,17031280100,7421,148319,69.55637472988433,0.5160339107998526
Census tract,Tract 2804,17031280400,1231,36681,7.570977917981073,46.88057040998218
Census tract,Tract 2808,17031280800,1198,31500,4.633204633204633,37.5
Census tract,Tract 2809,17031280900,1077,,14.23699914748508,39.800995024875625
Census tract,Tract 2819,17031281900,7031,125918,41.42197048740498,5.5633147113594035
Census tract,Tract 2827,17031282700,2558,88646,25.75416479063485,16.413662239089184
Census tract,Tract 2828,17031282800,1634,85000,26.303175554224083,6.291390728476822
Census tract,Tract 2831,17031283100,2717,61805.99999999999,31.07302533532042,9.733893557
Census tract,Tract 2832,17031283200,1670,64222.99999999999,27.84880489160645,25.15188335358445
Census tract,Tract 2838,17031283800,3343,86102.99999999999,24.29331094,25.85456805469236
Census tract,Tract 2909,17031290900,3975,46189,1.6639325052730254,56.528417818740394
Census tract,Tract 2912,17031291200,2286,24554.999999999996,0.1305483028720626,39.39393939393939
Census tract,Tract 2916,17031291600,874,125050,18.690958164642375,12.151067323481117
Census tract,Tract 2922,17031292200,2942,37028,1.607717041800643,27.09205020920502
Census tract,Tract 2924,17031292400,2041,40151.99999999999,18.858421936205932,57.758620689655174
Census tract,Tract 2925,17031292500,4057,54967.99999999999,0,37.76881720430107
Census tract,Tract 3005,17031300500,3243,76022.99999999999,6.6051341217190656,21.80143296
Census tract,Tract 3006,17031300600,3253,51091.99999999999,5.230557467309016,34.61939520333681
Census tract,Tract 3007,17031300700,4798,49205.99999999999,1.1252344238382996,23.205342237061767
Census tract,Tract 3008,17031300800,4136,31160.999999999996,3.8783816135982767,39.96789727126806
Census tract,Tract 3009,17031300900,4553,34258.99999999999,2.9959514170040484,15.96842744383728
Census tract,Tract 3011,17031301100,2323,44597.99999999999,11.939690301548492,25.482625482625483
Census tract,Tract 3012,17031301200,4087,53653.99999999999,5.126102112,27.032019704433495
Census tract,Tract 3016,17031301600,4995,30158,4.538925596093077,13.998660415271264
Census tract,Tract 3017.01,17031301701,4279,56459.99999999999,10.247180225581952,16.895604395604398
Census tract,Tract 3017.02,17031301702,4121,68999.99999999999,2.105506709856548,20.531400966183575
Census tract,Tract 3018.01,17031301801,3947,48944,1.0782289515944024,20.181968569065344
Census tract,Tract 3018.02,17031301802,3376,25512.999999999996,2.207948615014051,9.735449735449736
Census tract,Tract 3018.03,17031301803,5107,59212.99999999999,2.7573529411764706,19.168787107718405
Census tract,Tract 3102,17031310200,1588,122422,37.97846889952153,5.934343434343434
Census tract,Tract 3103,17031310300,1767,75605,17.162471395881006,11.460957178841308
Census tract,Tract 3104,17031310400,1375,80786,27.154582763337892,7.658321060382916
Census tract,Tract 3105,17031310500,1399,52343.99999999999,15.74468085106383,19.765739385065885
Census tract,Tract 3106,17031310600,5498,75603.99999999999,29.848130841121495,21.046373365041617
Census tract,Tract 3107,17031310700,1700,72683.99999999999,17.334254143646408,11.97411003236246
Census tract,Tract 3108,17031310800,4175,72059,21.075919888216117,24.202733485193622
Census tract,Tract 3109,17031310900,4781,76757.99999999999,14.240631163708088,20.13778484
Census tract,Tract 3201.01,17031320101,9532,129221,55.115117289313645,0
Census tract,Tract 3201.02,17031320102,4846,109211,57.373358348968104,1.9286754002911208
Census tract,Tract 3204,17031320400,2856,137917,55.272056563172455,3.791469194312796
Census tract,Tract 3206,17031320600,6395,117846.99999999999,46.800791556728235,4.104477611940299
Census tract,Tract 3301.01,17031330101,4592,181012.99999999997,54.44664031620553,1.8087855297157625
Census tract,Tract 3301.02,17031330102,10811,110464,45.41840588352216,10.021991831605405
Census tract,Tract 3301.03,17031330103,8248,122956.99999999999,57.54152073212067,11.954304365565076
Census tract,Tract 3302,17031330200,4008,140556,45.71357779980178,20.179372197309416
Census tract,Tract 3403,17031340300,1865,50542.99999999999,14.620217018846374,33.93854748603352
Census tract,Tract 3404,17031340400,1844,41125,23.28847279110591,21.714285714285715
Census tract,Tract 3405,17031340500,1629,61017.99999999999,48.41909485430874,23.68692070030896
Census tract,Tract 3406,17031340600,1151,20588,6.449422946367957,59.51417004048582
Census tract,Tract 3501,17031350100,2228,64999.99999999999,5.728760717069369,7.614555256
Census tract,Tract 3504,17031350400,1512,20937.999999999996,0,63.80368098159509
Census tract,Tract 3510,17031351000,3640,61346.99999999999,2.6635634859063875,14.44130697862041
Census tract,Tract 3511,17031351100,2038,19913,0,66.69767441860465
Census tract,Tract 3514,17031351400,1392,30541.999999999996,6.820950061,62.64150943396226
Census tract,Tract 3515,17031351500,823,65938,9.497816593886462,42.14659685863874
Census tract,Tract 3602,17031360200,1651,28455.999999999996,0.9635974304068522,58.22002472187886
Census tract,Tract 3801,17031380100,2207,79734,6.751054852320674,37.464251668255486
Census tract,Tract 3802,17031380200,2408,18689.999999999996,13.79310344827586,47.52475247524752
Census tract,Tract 3806,17031380600,3947,35804,13.521772345301756,47.19693339722089
Census tract,Tract 3812,17031381200,2077,53749.99999999999,3.0523255813953485,28.740875912408757
Census tract,Tract 3814,17031381400,1796,44399,0.8839127872716559,39.07103825136612
Census tract,Tract 3815,17031381500,667,25018.999999999996,2.941176470588235,38.242280285035626
Census tract,Tract 3818,17031381800,1462,49670.99999999999,1.915455746367239,35.70504527813713
Census tract,Tract 3819,17031381900,1106,65505.99999999999,21.722265321955003,30.13435700575815
Census tract,Tract 3901,17031390100,1553,,11.04154809334092,21.55388471177945
Census tract,Tract 3902,17031390200,1883,109867.99999999999,14.553775743707092,15.859030837004406
Census tract,Tract 3903,17031390300,2617,35266,3.847695390781563,42.4025974
Census tract,Tract 3904,17031390400,2871,31832.999999999996,3.901677721420211,43.522267206477736
Census tract,Tract 3905,17031390500,1666,62187.99999999999,30.71470761961016,15.704387990762124
Census tract,Tract 3906,17031390600,1994,94114.99999999999,41.22471295790049,16.191562143671607
Census tract,Tract 3907,17031390700,6532,67609.99999999999,26.834045584045583,7.109959700633276
Census tract,Tract 4003,17031400300,1504,71287.99999999999,3.872966692486445,33.55481728
Census tract,Tract 4004,17031400400,1995,40028.99999999999,2.650356778797146,35.044642857142854
Census tract,Tract 4005,17031400500,2372,24659,1.5198618307426597,37.95681063122924
Census tract,Tract 4008,17031400800,3178,22648,0,62.87650602409639
Census tract,Tract 4101,17031410100,2272,58666.99999999999,22.947080291970803,5.812324929971989
Census tract,Tract 4102,17031410200,1165,62591,41.57303370786517,3.310344827586207
Census tract,Tract 4105,17031410500,2922,73040.99999999999,20.59993878175696,19.38534278959811
Census tract,Tract 4106,17031410600,2371,48071,40.07569386038688,9.585492227979271
Census tract,Tract 4107,17031410700,2399,56999.99999999999,37.781166603126195,6.229773462783172
Census tract,Tract 4108,17031410800,2993,63090.99999999999,43.06358382,15.91737545565006
Census tract,Tract 4109,17031410900,3670,75561.99999999999,49.362970994849555,2.5536261491317673
Census tract,Tract 4110,17031411000,3902,69013.99999999999,40.80473957047643,0.2852485737571312
Census tract,Tract 4111,17031411100,2379,123611,55.42534722222222,2.151639344262295
Census tract,Tract 4112,17031411200,1713,93957.99999999999,58.844765342960294,3.254067584480601
Census tract,Tract 4201,17031420100,1642,22215,1.7023959646910467,44.83596598
Census tract,Tract 4202,17031420200,1781,39687.99999999999,23.272357723577237,43.97677793904209
Census tract,Tract 4203,17031420300,2818,42880.99999999999,38.64006514657981,22.473604826546005
Census tract,Tract 4204,17031420400,1544,38605,17.753120665742024,38.88888888888889
Census tract,Tract 4205,17031420500,2053,22432,2.377414562,52.21674876847291
Census tract,Tract 4206,17031420600,2524,43063,2.1235521235521233,46.20829120323559
Census tract,Tract 4207,17031420700,3021,28604.999999999996,0.084638172,40.23972602739726
Census tract,Tract 4208,17031420800,2457,56356.99999999999,4.043956043956045,38.681102362204726
Census tract,Tract 4212,17031421200,1405,45971.99999999999,0.1072386058981233,64.37768240343348
Census tract,Tract 4301.01,17031430101,4091,37916.99999999999,0.3660130718954248,48.24281150159744
Census tract,Tract 4301.02,17031430102,3104,49671.99999999999,3.896508728179551,25.960320810468552
Census tract,Tract 4302,17031430200,5086,34071.99999999999,6.246351430239346,38.28613460831187
Census tract,Tract 4303,17031430300,2558,53806.99999999999,1.3162843174125611,36.38113570741097
Census tract,Tract 4304,17031430400,3031,38034,3.362474781439139,35.09833585476551
Census tract,Tract 4305,17031430500,4098,36309.99999999999,0.375,44.876153472559494
Census tract,Tract 4306,17031430600,1670,42487,0.7099391480730223,45.22924411400248
Census tract,Tract 4307,17031430700,2175,37983,5.403050108932462,40.833333333333336
Census tract,Tract 4308,17031430800,1862,47625,0,22.29140722291407
Census tract,Tract 4309,17031430900,1797,31356.999999999996,0.7766990291262136,42.03747072599532
Census tract,Tract 4312,17031431200,2898,60109.99999999999,0.6556112610875434,22.872755659640905
Census tract,Tract 4313.01,17031431301,3590,36496,3.530045809754783,46.86423156443832
Census tract,Tract 4313.02,17031431302,4351,31980.999999999996,3.251387787470262,51.82608695652174
Census tract,Tract 4314,17031431400,6716,38438,6.963706107996459,38.74695863746959
Census tract,Tract 4401.01,17031440101,4171,28326,0.1504890895410082,45.63540397888753
Census tract,Tract 4401.02,17031440102,3633,36650,0,39.22959959452611
Census tract,Tract 4402.01,17031440201,5054,38256.99999999999,0,44.70438111
Census tract,Tract 4402.02,17031440202,3525,35079,0.6213753106876554,20.33374536464771
Census tract,Tract 4403,17031440300,4677,55475.99999999999,0,22.930232558139537
Census tract,Tract 4406,17031440600,1996,56988.99999999999,0.498132005,32.85917496443812
Census tract,Tract 4407,17031440700,1497,91031,0,36.80430879712747
Census tract,Tract 4408,17031440800,1620,23750,0,48.87005649717514
Census tract,Tract 4409,17031440900,2462,43358.99999999999,19.94619523443505,40.117994100294986
Census tract,Tract 4503,17031450300,3252,46207,0.777121542,23.355704697986575
Census tract,Tract 4601,17031460100,2840,48206.99999999999,7.234927234927236,31.32036847492323
Census tract,Tract 4602,17031460200,1948,29246,2.9356943150046595,47.78378378378378
Census tract,Tract 4603.01,17031460301,2987,41296,1.747311827956989,37.36089030206677
Census tract,Tract 4603.02,17031460302,3282,44306,10.875262054507337,34.68118195956454
Census tract,Tract 4604,17031460400,3411,70472,0.7598784194528876,41.035258814703674
Census tract,Tract 4605,17031460500,5400,54850,8.156723063,32.384081781672144
Census tract,Tract 4608,17031460800,3639,33048,0.7685738684884714,60.87591240875913
Census tract,Tract 4610,17031461000,1460,14310.999999999998,5.363036303630363,76.11336032388664
Census tract,Tract 4701,17031470100,2527,46614,0,38.84120172
Census tract,Tract 4801,17031480100,2001,71718.99999999999,0,13.333333333333334
Census tract,Tract 4802,17031480200,1103,49666.99999999999,0,16.833333333333332
Census tract,Tract 4803,17031480300,1348,54267.99999999999,1.2466607301869992,25.81967213114754
Census tract,Tract 4804,17031480400,5650,78064,0,14.722104369961816
Census tract,Tract 4805,17031480500,2986,59483.99999999999,1.4229811454998222,19.896640826873384
Census tract,Tract 4902,17031490200,3040,65268,3.4127495170637476,18.044572250179726
Census tract,Tract 4905,17031490500,1995,78319,4.379977246871445,15.543328748280604
Census tract,Tract 4906,17031490600,1443,66927,8.823529411764707,28.982725527831093
Census tract,Tract 4907,17031490700,2656,42083,0.5221932114882507,24.82678983833718
Census tract,Tract 4908,17031490800,3502,47212,0,31.281198003327788
Census tract,Tract 4909.01,17031490901,3403,32283.999999999996,1.4544025157232705,46.04726976365118
Census tract,Tract 4909.02,17031490902,4647,69470.99999999999,0,21.951219512195124
Census tract,Tract 4910,17031491000,3807,33065,13.115212527964207,58.90295358649789
Census tract,Tract 4911,17031491100,4079,77044.99999999999,1.882693700217234,23.08259587020649
Census tract,Tract 4912,17031491200,2019,60416.99999999999,1.5011547344110854,20.64516129032258
Census tract,Tract 4913,17031491300,2023,39614.99999999999,0.3389830508474576,42.63803680981595
Census tract,Tract 4914,17031491400,2593,38491,0.5608974358974359,22.232558139534884
Census tract,Tract 5001,17031500100,3545,67708,1.989562948467058,16.566466265865063
Census tract,Tract 5002,17031500200,1688,40720,0,48.74686717
Census tract,Tract 5003,17031500300,1587,51335.99999999999,46.27688913403199,24
Census tract,Tract 5101,17031510100,3231,71275.99999999999,9.292156326865264,11.755361397934868
Census tract,Tract 5102,17031510200,2922,48917,7.393244104525174,28.677074774034512
Census tract,Tract 5103,17031510300,4850,30874.999999999996,0.9952499434517076,53.22331098504384
Census tract,Tract 5201,17031520100,1745,58712.99999999999,5.822416302765648,36.56565656565657
Census tract,Tract 5202,17031520200,3338,46802.99999999999,7.754342431761787,32.075471698113205
Census tract,Tract 5203,17031520300,5675,54174.99999999999,8.603761025128973,24.739712444224097
Census tract,Tract 5204,17031520400,4055,49493.99999999999,13.613265579031829,18.89818688981869
Census tract,Tract 5205,17031520500,4420,84563,14.152410575427682,16.051779935275082
Census tract,Tract 5206,17031520600,2530,70749.99999999999,13.45565749235474,15.77639751552795
Census tract,Tract 5301,17031530100,2197,29746.999999999996,0.6458557588805167,43.63636363636363
Census tract,Tract 5302,17031530200,4128,39578.99999999999,2.9887310142087213,54.32793807178044
Census tract,Tract 5303,17031530300,3964,56923.99999999999,1.156403584851113,26.855345911949684
Census tract,Tract 5304,17031530400,2059,83835.99999999999,2.3047375160051216,17.42331288343558
Census tract,Tract 5305.01,17031530501,4514,40999.99999999999,1.3535031847133758,52.53863134657837
Census tract,Tract 5305.02,17031530502,1570,75986,0,21.913043478260867
Census tract,Tract 5305.03,17031530503,4898,50404.99999999999,0,28.205128205128204
Census tract,Tract 5306,17031530600,2774,41678,0,27.531645569620256
Census tract,Tract 5401.01,17031540101,4324,16175.999999999998,0.1990544911669569,60.34482759
Census tract,Tract 5401.02,17031540102,2938,24582.999999999996,0.398066534,72.14007782101167
Census tract,Tract 5501,17031550100,7019,52174,31.274996,22.312824314306894
Census tract,Tract 5502,17031550200,2969,72231.99999999999,35.588235294117645,20.37037037037037
Census tract,Tract 5601,17031560100,1477,69490.99999999999,11.28,17.46031746031746
Census tract,Tract 5602,17031560200,1710,73124.99999999999,2.2578728461081403,21.19460500963391
Census tract,Tract 5603,17031560300,3253,61978.99999999999,17.446307737569875,18.94150417827298
Census tract,Tract 5604,17031560400,1630,74554,13.552631578947368,24.842105263157897
Census tract,Tract 5607,17031560700,3635,80572.99999999999,27.91970802919708,12.206216830932524
Census tract,Tract 5608,17031560800,5682,105886,39.87395673650145,5.546995377503852
Census tract,Tract 5609,17031560900,5112,106487,51.50390625,3.2996274614156467
Census tract,Tract 5610,17031561000,5308,85741,51.713341450687075,7.585004359197908
Census tract,Tract 5611,17031561100,5581,107856.99999999999,42.114384748700175,8.379120879120878
Census tract,Tract 5701,17031570100,1316,73461.99999999999,11.70839469808542,16.74208145
Census tract,Tract 5702,17031570200,2096,,15.417867435158502,33.17249698431846
Census tract,Tract 5703,17031570300,6376,60138.99999999999,10.262332948358356,8.837453971593897
Census tract,Tract 5704,17031570400,1769,72263,12.275784753363228,23.30708661417323
Census tract,Tract 5705,17031570500,2639,74899,14.071637426900583,11.70610211706102
Census tract,Tract 5801,17031580100,3228,49323,15.716210148181409,17.672886937431397
Census tract,Tract 5802,17031580200,3466,36010,2.076677316,41.92139737991266
Census tract,Tract 5803,17031580300,2577,83029,4.585243851604835,13.64221364221364
Census tract,Tract 5804,17031580400,4546,56190,8.900634249471459,17.70972037283622
Census tract,Tract 5805.01,17031580501,5170,52756.99999999999,9.954058193,20.159803318992008
Census tract,Tract 5805.02,17031580502,5345,59803,4.557011539213769,28.404401650618983
Census tract,Tract 5806,17031580600,5405,67297,7.205525480679485,25.01492537313433
Census tract,Tract 5807,17031580700,5621,59399,7.6467514370318765,40.448756822316554
Census tract,Tract 5808,17031580800,2058,67678.99999999999,1.1066398390342052,18.976897689768975
Census tract,Tract 5905,17031590500,1854,72383,26.76864244741874,3.354838709677419
Census tract,Tract 5906,17031590600,3477,78136.99999999999,14.388874030489434,13.232253618194347
Census tract,Tract 5907,17031590700,3027,77343.99999999999,14.442815249266864,12.386706948640484
Census tract,Tract 6004,17031600400,4297,63497,26.572908956328646,16.175548589341695
Census tract,Tract 6006,17031600600,2988,72209.99999999999,26.730840429470565,13.477088948787062
Census tract,Tract 6007,17031600700,2591,68237,24.684568100938208,10.781893004115227
Census tract,Tract 6009,17031600900,3682,62049,23.71458551941238,15.56420233463035
Census tract,Tract 6103,17031610300,5410,49901,2.8244415728262875,35.08353221957041
Census tract,Tract 6104,17031610400,2029,35938,3.392330383480826,37.74834437086093
Census tract,Tract 6108,17031610800,1512,125249.99999999999,57.18829517,10.032894736842106
Census tract,Tract 6112,17031611200,2680,41479.99999999999,7.450473729543497,45.47908232118758
Census tract,Tract 6113,17031611300,3668,48350.99999999999,5.018222596019064,31.13879003558719
Census tract,Tract 6114,17031611400,3737,32055.999999999996,1.1678090886011678,23.21083172147002
Census tract,Tract 6115,17031611500,3587,42352.99999999999,5.666199158485274,50.19305019305019
Census tract,Tract 6116,17031611600,1921,52691.99999999999,0,47.85992217898833
Census tract,Tract 6117,17031611700,2180,,2.1627188465499483,15.625
Census tract,Tract 6118,17031611800,2205,50250,0,33.53057199211045
Census tract,Tract 6119,17031611900,1984,39375,0,36.46017699115045
Census tract,Tract 6120,17031612000,1448,57395.99999999999,0,30.07968127
Census tract,Tract 6121,17031612100,1168,24999.999999999996,3.1957390146471374,38.57142857142858
Census tract,Tract 6122,17031612200,3939,46227,0,20.77922077922078
Census tract,Tract 6201,17031620100,4567,85256,11.19796755911667,26.090468497576737
Census tract,Tract 6202,17031620200,2390,64106.99999999999,29.07801418439716,13.175230566534916
Census tract,Tract 6203,17031620300,6410,71318.99999999999,12.41114586295138,13.782608695652174
Census tract,Tract 6204,17031620400,5027,62000,7.697501688048616,15.449010654490106
Census tract,Tract 6303,17031630300,5385,64870.99999999999,1.0127531882970742,24.830393487109905
Census tract,Tract 6304,17031630400,7204,58146.99999999999,1.2206572769953052,19.63190184
Census tract,Tract 6305,17031630500,6271,53234.99999999999,2.472666105971405,28.06804374240583
Census tract,Tract 6306,17031630600,3250,48398,4.675607104023197,41.05263157894737
Census tract,Tract 6308,17031630800,6641,72581.99999999999,1.7583848909150115,24.46516730663741
Census tract,Tract 6309,17031630900,5204,49922,1.4829142488716958,14.682539682539684
Census tract,Tract 6401,17031640100,1312,67584.99999999999,8.089734874235214,21.906693711967545
Census tract,Tract 6403,17031640300,6710,86900,30.339734121122603,15.920826161790016
Census tract,Tract 6404,17031640400,3390,93488,48.46406203399941,13.42668863261944
Census tract,Tract 6405,17031640500,3896,76250,41.56655454108601,10.96813725490196
Census tract,Tract 6406,17031640600,4063,74773,36.51698199224983,16.832779623477297
Census tract,Tract 6407,17031640700,3298,78533,19.097744360902254,13.076199435559738
Census tract,Tract 6408,17031640800,1799,40555.99999999999,20.6043956,8.754208754208754
Census tract,Tract 6501,17031650100,4765,65851.99999999999,15.200562983814214,8.067940552016985
Census tract,Tract 6502,17031650200,7251,93041,11.129223473621812,5.616942909760589
Census tract,Tract 6503.01,17031650301,5829,53749.99999999999,11.192027596780376,23.339427178549663
Census tract,Tract 6503.02,17031650302,4522,65832.99999999999,2.8229575621611516,19.874804381846637
Census tract,Tract 6504,17031650400,6894,82757.99999999999,4.428306991314254,20.89642640823743
Census tract,Tract 6505,17031650500,4401,64431.99999999999,17.588932806324113,23.46477052359405
Census tract,Tract 6603.01,17031660301,1850,28845.999999999996,1.6358839050131926,42.05607476635514
Census tract,Tract 6603.02,17031660302,5549,49100.99999999999,0.2822865208186309,23.10866574965612
Census tract,Tract 6604,17031660400,5692,50710,2.8651162790697673,26.16699539776463
Census tract,Tract 6605,17031660500,5013,66944,4.619513130151428,23.097112860892388
Census tract,Tract 6606,17031660600,6404,39913,2.158142908959013,48.77815045519885
Census tract,Tract 6607,17031660700,2076,32864,0,36.06557377
Census tract,Tract 6608,17031660800,6114,43569,1.0793756227167055,35.68521031207598
Census tract,Tract 6609,17031660900,4446,45571.99999999999,2.539981185324553,39.88936693300553
Census tract,Tract 6610,17031661000,5756,49651.99999999999,2.1238938053097343,36.284470246734394
Census tract,Tract 6611,17031661100,6633,69196,3.015983321751216,23.84538152610442
Census tract,Tract 6701,17031670100,1349,36312.99999999999,1.3249651324965133,69.17960088691795
Census tract,Tract 6702,17031670200,1325,96152,0,29.132231404958674
Census tract,Tract 6703,17031670300,1287,35038,4.449307075127644,65.5011655
Census tract,Tract 6704,17031670400,1585,33482,1.0148849797023003,33.965244865718795
Census tract,Tract 6705,17031670500,1148,29855.999999999996,0.6796941376380629,37.53148614609571
Census tract,Tract 6706,17031670600,1339,39000,0.6864988558352403,55.00000000000001
Census tract,Tract 6707,17031670700,1252,29540.999999999996,0,38.85135135135135
Census tract,Tract 6708,17031670800,1477,43145,0.535236396,56.872037914691944
Census tract,Tract 6709,17031670900,1172,30541.999999999996,0,31.09404990403071
Census tract,Tract 6711,17031671100,994,15735,0,74.51456310679612
Census tract,Tract 6712,17031671200,980,42143,1.4588859416445623,36.666666666666664
Census tract,Tract 6713,17031671300,2048,29562.999999999996,0,39.33717579
Census tract,Tract 6714,17031671400,1558,29469,0,27.385159010600702
Census tract,Tract 6715,17031671500,2716,43202.99999999999,0.3688524590163934,38.4180791
Census tract,Tract 6716,17031671600,1804,25849,1.0362694300518136,52.49643366619116
Census tract,Tract 6718,17031671800,1142,52125,0.2454991816693944,37.12737127371274
Census tract,Tract 6719,17031671900,1122,36336.99999999999,0,50.99502487562189
Census tract,Tract 6720,17031672000,3397,45191.99999999999,0.032679739,35.49905838041431
Census tract,Tract 6805,17031680500,1307,42639,6.161473087818696,42.123893805309734
Census tract,Tract 6806,17031680600,1165,52236.99999999999,0,55.12195122
Census tract,Tract 6809,17031680900,3573,18333,1.874811006954944,54.891304347826086
Census tract,Tract 6810,17031681000,2573,27844,0.039047247,57.68880800727935
Census tract,Tract 6811,17031681100,2873,36082.99999999999,0.1425178147268408,38.95216400911162
Census tract,Tract 6812,17031681200,2353,23249.999999999996,4.3305126928820314,54.50292397660819
Census tract,Tract 6813,17031681300,2182,21887.999999999996,0.2853067047075606,78.94736842105263
Census tract,Tract 6814,17031681400,2474,51834.99999999999,0.1642935377875136,14.701378254211331
Census tract,Tract 6903,17031690300,2302,34977.99999999999,4.5592705167173255,41.11888111888112
Census tract,Tract 6904,17031690400,3363,46313,0,41.24918672739103
Census tract,Tract 6905,17031690500,992,57840.99999999999,0,43.50453172205438
Census tract,Tract 6909,17031690900,4250,36926.99999999999,1.9789257260344384,44.68319559
Census tract,Tract 6910,17031691000,2668,64361,1.3333333333333337,28.54771784232365
Census tract,Tract 6911,17031691100,2980,55169.99999999999,0,57.262804366078925
Census tract,Tract 6912,17031691200,2277,34444,0.5943536404160475,35.40145985
Census tract,Tract 6913,17031691300,2374,55203,0,41.008563273073264
Census tract,Tract 6914,17031691400,3411,35495,0.035803795,58.99005355776587
Census tract,Tract 6915,17031691500,1806,24100.999999999996,4.069119286510591,35.18099547511312
Census tract,Tract 7001,17031700100,3326,79658.99999999999,3.2469232783451165,25.91133004926108
Census tract,Tract 7002,17031700200,6554,74124.99999999999,7.983800983511716,23.604465709728867
Census tract,Tract 7003.01,17031700301,5762,84667,16.542965528616197,12.691466083150983
Census tract,Tract 7003.02,17031700302,5662,86000,21.187344472093848,14.634146341463412
Census tract,Tract 7004.01,17031700401,5822,94312.99999999999,3.622961104140527,13.63398007341374
Census tract,Tract 7004.02,17031700402,4082,98151.99999999999,5.560382276281494,20.62818336162988
Census tract,Tract 7005.01,17031700501,6912,64739,2.677732539931099,24.150634465820712
Census tract,Tract 7005.02,17031700502,2978,97623.99999999999,3.2539221382916907,12.866015971606034
Census tract,Tract 7101,17031710100,1015,28287,0,43.92712550607287
Census tract,Tract 7102,17031710200,4635,30870.999999999996,0.3917727717923604,41.367713
Census tract,Tract 7103,17031710300,1424,54886,0,20.637898686679172
Census tract,Tract 7104,17031710400,5424,43986,0.4207830223197951,39.67592592592592
Census tract,Tract 7105,17031710500,4036,44972.99999999999,0.186517453,33.78640776699029
Census tract,Tract 7106,17031710600,1706,42132,9.48945616,34.82428115015975
Census tract,Tract 7107,17031710700,3420,40937.99999999999,0.429553265,33.83121732636295
Census tract,Tract 7108,17031710800,4804,37580,0.1060670343657191,36.77277716794731
Census tract,Tract 7109,17031710900,1942,48867,0,47.58169934640522
Census tract,Tract 7110,17031711000,3058,55197,2.2589052997393573,31.92
Census tract,Tract 7111,17031711100,2499,49687.99999999999,0,32.97974927675988
Census tract,Tract 7112,17031711200,4687,60432.99999999999,0.478767694,32.17647059
Census tract,Tract 7113,17031711300,1462,76523.99999999999,1.3043478260869563,22.67441860465116
Census tract,Tract 7114,17031711400,2394,59187.99999999999,0.5549389567147613,44.533029612756266
Census tract,Tract 7115,17031711500,2372,52884.99999999999,0,45.23227384
Census tract,Tract 7201,17031720100,3344,149179.99999999997,48.99369179933914,5.8505850585058505
Census tract,Tract 7202,17031720200,4131,121079.99999999999,43.01850516702716,7.175177763413057
Census tract,Tract 7203,17031720300,3637,136914,63.97786838,3.801765105227427
Census tract,Tract 7204,17031720400,1961,122396,82.56130790190736,8.526011560693641
Census tract,Tract 7205,17031720500,2086,111249.99999999999,89.19491525423729,4.407713499
Census tract,Tract 7206,17031720600,1691,156927,72.43523316062176,3.4755134281200633
Census tract,Tract 7207,17031720700,3073,98896.99999999999,28.466421650517876,11.03230890464933
Census tract,Tract 7301,17031730100,2462,57199.99999999999,2.376075378943056,27.84679089026915
Census tract,Tract 7302.01,17031730201,5627,61431.99999999999,1.7121354656632175,30.225988700564972
Census tract,Tract 7302.02,17031730202,2893,81249.99999999999,1.448787061994609,25.25879917184265
Census tract,Tract 7303,17031730300,1046,45278,0,36.440677966101696
Census tract,Tract 7304,17031730400,3386,88365,1.6087844739530133,26.021505376344084
Census tract,Tract 7305,17031730500,4220,64565.99999999999,0.2716720177821684,21.125206839492552
Census tract,Tract 7306,17031730600,3254,80500,1.4672686230248306,29.02033271719039
Census tract,Tract 7307,17031730700,2281,67500,0,33.59173126614987
Census tract,Tract 7401,17031740100,3234,109375,80.20758768790265,6.757843925985519
Census tract,Tract 7402,17031740200,5830,124160.99999999999,79.94200096665055,2.008407286314806
Census tract,Tract 7403,17031740300,4869,124250,88.33625902,0
Census tract,Tract 7404,17031740400,4695,91041.99999999999,76.04519774,6.055818852027383
Census tract,Tract 7501,17031750100,3736,53272.99999999999,7.764705882352942,27.45349583066068
Census tract,Tract 7502,17031750200,3024,79463.99999999999,24.643962848297218,23.874488403819917
Census tract,Tract 7503,17031750300,2470,120642.99999999999,75.59845559845559,8.704453441295547
